CODIGO,DESCRIPCION,STOCK,PRECIO $,MARCA,MINI CODIGO,DETALLES,PRECIO EN SOLES
MONSMLS24DG300E, MON SAM 24” FHD VA 180HZ HDMI,20,140.2,SAMSUNG,455596,"Monitor plano gaming SAMSUNG Odyssey G3, 24"" FHD VA, 180Hz, 1ms, HDMI, DP[@@@]Este mo",721.9628
MO25ASXG259CS, MON 25 AS XG259CS FHD 1M 180HZ, 16,184,ASUS,462378,"Monitor ASUS ROG Strix XG259CS/24.5""/FHD/Fast IPS/180Hz/HDMI x1/DP x1/Earphone x1/USB",941.576
MO25MS255FE20, MON 25 MS 255F E20 200HZ FHD, 0,94.5,MSI,477572,"Monitor MSI MAG 255F E20 Plano, 24.5” FHD Rapid IPS (1920x1080) HDMI x2/DP/Headphone-",492.82300000000004
MO25MS255FE20-B, MON 25 MS 255F E20 200HZ FHD, 1,113.5,MSI,480765,,588.089
MO25MSG255PFE2, MON 25 MS G255PF E2 FHD 1M 180,20,120.4,MSI,449094,"Monitor plano gaming MSI G255PF E2 24.5""/FHD/Rapid IPS/180Hz/HDMIx2/DP x1/Headphone-o",622.6856
MON245FTE2474G, MON TE 24\'' FHD 180HZ 1MS FLA, 9,99,TEROS,450941,"Monitor plano gaming TEROS TE-2474G, 24.5"" FHD IPS, 180Hz, 1 ms, HDMI, DP[@@@]El moni",515.386
MO27ASVG279Q3R, MON 27 AS VG279Q3R FHD 1M 180H,20,127.9,ASUS,484215,"Monitor Plano ASUS TUF Gaming VG279Q3R 27"" Fast IPS (1920x1080) HDMI x2/DP/Earphone-o",660.2906
MO27MSMAG272F, MON 27 MS MAG 272F FHD 200HZ, 13,147,MSI,477571,,756.058
MON27FTE2752G," MON TE 27"" FHD 165HZ 1MS FL",20,118,TEROS,441320,"Monitor plano gaming TEROS TE-2752G, 27"" FHD IPS,165 Hz, 1 ms, HDMI, DP[@@@]El monito",610.652
MON27FTE2753G, MON TE 27\'' QHD 180HZ 1MS FLT,20,178.2,TEROS,446402,"Monitor plano gaming TEROS TE-2753G, 27"" 2K QHD IPS, 180 Hz, 1 ms, HDMI, DP[@@@]El mo",912.4947999999999
MON27FTE2769G, MON TE 27\'' QHD 180HZ 1MS FT,20,176,TEROS,461940,"Monitor plano gaming TEROS TE-2769G, 27"" QHD IPS flat, 180 Hz, 1ms, HDMI, DP, Audio[@",901.464
MON27FTE2786G, MON TE 27\'' FHD 200HZ 1MS FT, 0,98,TEROS,472200,"Monitor plano gaming TEROS TE-2786G, 27"" FHD IPS,200Hz, 1920x1080, HDMI, DP, FreeSync",510.372
MONSMLS27DG300E, MON SAM 27” 180HZ FHD VA HDMI,20,171.2,SAMSUNG,455598,"Monitor plano gaming SAMSUNG Odyssey G3, 27"" FHD VA, HDMI, Display Port, HAS, negro[@",877.3968
MONSMLS27DG600S, MON GAMING ODYSSEY G6 OLED, 0,737,SAMSUNG,446528,"Monitor Gaming Samsung 27"" Odyssey OLED G6, QHD (2560x1440) OLED, HDMI(2)/DP/HP_OUT/U",3714.318
MONSMLS27DG700E," MON SAM GAMING 27"" ODYSSEY G7", 10,465.4,SAMSUNG,474811,"Monitor Gaming Samsung LS27DG700ELXPE 27""/UHD 4K/FAST IPS/HDMIx2/DPx1/LANx1/Wi-Fi/BT/",2352.5156
MOV27LG27GR83Q, MONITOR LG 27 IPS GAMING QHD, 2,368.1,LG ELECTRONICS,431073,"Monitor Gamer LG 27GR83Q-B, 27"" QHD IPS (2560x1440) 240Hz, HDMI x2, DP, HP-Out, USB 3",1864.6534000000001
MOV27LG27GR93U, MONITOR LED GAMING 27\'' IPS U, 10,507,LG ELECTRONICS,424972,"Monitor Gaming LG 27"" UltraGear, UHD 4K IPS (3840x2160) 144Hz, HDMI x2, DP x1, HP-Out",2561.098
MOV27LG27GS50F, MONITOR LED GAMING 27'' 27GS50, 3,145.5,LG ELECTRONICS,449723,"Monitor LG Gaming 27"" UltraGear FHD VA (1920x1080), 180Hz, HDMIx2/DPx1/Headphone-Out",748.537
MONSMLS32DG700E," MON SAM GAMING 32"" ODYSSEY G7", 3,569,SAMSUNG,474812,"Monitor Gaming Samsung LS32DG700ELXPE 32""/UHD 4K/FAST IPS/HDMIx2/DPx1/LANx1/Wi-Fi/BT/",2871.9660000000003
MOV32LG32GS75Q," MON LED GAMING 31.5"" 32GS75Q", 17,312.4,LG ELECTRONICS,446925,"Monitor LG Gaming 31.5"" UltraGear QHD IPS (2560x1440), 180Hz, HDMIx2/DPx1/Headphone-O",1585.3736
MON195FTE1915S, MON TE 19\'' HD 75HZ 5MS FT,20,49.5,TEROS,470899,"Monitor TEROS TE-1915S, 19.5"" TN, 75Hz, 5 ms, HDMI/VGA[@@@]Optimiza tu espacio de tra",267.193
MON215FADV2152S, MON ADV 21\'' FHD 100HZ 1MS FT,20,56,ADVANCE COMPUTER CORP,461947,"Monitor Advance Plano ADV-2152S, 21.5"" IPS BOE, HDMI, DP, VGA, speaker[@@@]Descubre e",299.784
MON215FTE2128S," MON TE 21\"" FHD 100HZ 1MS FT",20,54.5,TEROS,461499,"Monitor Teros TE-2128S, 21.5"" IPS, 100Hz, 1920x1080, Full HD, HDMI, VGA, VESA, FREESY",292.26300000000003
MON22LG22MR410," MON LED 21.5"" VA MR410 HDMI",20,77.5,LG ELECTRONICS,443851,"Monitor LG 22MR410-B, 21.45"" FHD VA (1920x1080) HDMIx1/VGAx1/HP-Out[@@@]Relacion de C",407.58500000000004
MONHP64W30AA, HP P22H G5 FHD MONITOR 21.5,20,113,HP COMERCIAL,408446,"Monitor HP P22h G5 21.5"" FHD IPS (1920x1080), HDMI / VGA / DP / Parlantes 2 x 2 W[@@@",585.582
MONHP9U5B0UTABA, MON HP 21.5 SERIE 3 PRO 322PF,20,125.5,HP COMERCIAL,475741,,648.2570000000001
MONSMLS22D300GA, MON SAM 22'' 100HZ FHD IPS HDM,20,70.8,SAMSUNG,467928,"Monitor plano SAMSUNG Essential Monitor S3, 22"" FHD IPS, 100Hz, HDMI, VGA[@@@]Descubr",373.9912
MONSMLS22D400GA, MON SAMSUNG LS22D400GALXPE,20,103.9,SAMSUNG,467929,"Monitor plano SAMSUNG Essential Monitor S4, 22"" FHD IPS, 100Hz, HDMI, DP[@@@]El monit",539.9546
MO238ADV2453AM, MON ADV 24\'' FHD 120HZ 1MS FT, 6,89,ADVANCE COMPUTER CORP,477988,,465.24600000000004
MON238FADV2453S, MON ADV 24\'' FHD 120HZ 1MS FT, 0,74,ADVANCE COMPUTER CORP,461952,"Monitor plano Advance ADV-2453S, 23.8"" IPS, HDMI,VGA, speakers[@@@]Descubre el monito",390.036
MON238FTE2415S, MON TE 24 FHD 120HZ 1MS FLAT, 0,69,TEROS,452646,"Monitor plano TEROS TE-2415S, 23.8"" FHD IPS, HDMI, DP[@@@]El monitor plano TEROS TE-2",364.966
MON238FTE2416CS, MON TE 24 QHD 100HZ 1MS CAM/MI,20,177.21,TEROS,474345,"Monitor corporativo TEROS TE-2416CS, QHD IPS, 100Hz, HDMI, DP, Audio out, Cámara 5MP[",907.5309400000001
MON24LG24MS500," MON LED 23.8"" IPS 24MS500",20,87.6,LG ELECTRONICS,443852,"Monitor LG 24MS500-B 23.8"" FHD IPS (1920x1080), HDMI x2 / Headphones-Out x1[@@@]Relac",458.2264
MONHP64W18AAABA, HP MONITOR 23.8 P24VG5 VGA/HDM, 1,105,HP COMERCIAL,410285,"Monitor HP P24v G5, 23.8"" FHD (1920 x 1080 a 75Hz) VA, HDMI / VGA, Color Negro.[@@@]R",545.47
MONHP64W34AAABA, P24H G5 23.8 FHD HDMI/DP/VGA, 13,126,HP COMERCIAL,410999,"Monitor HP P24h G5, 23.8"" FHD (1920 x 1080 a 75Hz) IPS, HDMI / VGA / DP, Color Negro.",650.764
MONHP6N6E6AAABA, MON HP 23.8 E24T G5 TOUCH,20,298,HP COMERCIAL,475804,"Monitor HP E24t G5 TOUCH, 23.8” FHD IPS(1920x1080) DP / HDMI / USB-A x4 / USB-B[@@@]E",1513.172
MONLE63CFMAR1LA, T24I-30 23.8 FHD HDMI/DP/VGA/U, 1,172,LENOVO - THINKPAD,407400,"Monitor Lenovo ThinkVision T24i-30, 23.8"" WLED IPS, 1 x HDMI, 1 x Displayport, 1 x VG",881.408
MONLE63D0MAR3LA, E24-29 23.8 FHD VGA/DP/HDMI, 0,118.5,LENOVO - THINKPAD,399568,"Monitor Lenovo ThinkVision E24-29, 23.8"" 1920x1080 WLED VA HDMI/DP/VGA, Color Raven B",613.159
MONLE63D8MAR3LA, MON T24V-30 23.8 CAMERA MIC,20,188.5,LENOVO - THINKPAD,412662,"Monitor Lenovo ThinkVision T24v-30, 23.8"" 1920x1080 WLED IPS HDMI/DP/VGA Color Raven",964.139
MONLE63EBMAR2LA, MON LEN E22-30 HDMI/DP/VGA, 1,122,LENOVO - THINKPAD,462176,"Monitor Lenovo ThinkVision E22-30, 21.5"" 1920x1080 WLED IPS HDMI/DP/VGA Color Raven B",630.7080000000001
MONLE63EDMAR2LA, MON LEN E24-30 VGA/HDMI/DP/3Y,20,132.5,LENOVO - THINKPAD,435411,"Monitor Lenovo ThinkVision E24-30, 23.8"" 1920x1080 WLED IPS HDMI/DP/VGA Color Raven B",683.355
MONLE64A4MARXLA, T24-40 23.8 FHD HDMI/DP/VG/USB, 9,158.5,LENOVO - THINKPAD,470488,"Monitor Lenovo ThinkVision T24-40 23.8"" WLED IPS HDMIx1/DPx1/VGAx1/USB-Ax3/USB-Bx1/US",813.719
MONLEN63DCKAR6L, LEN MON 23.8 C24-40 HDMI/VGA, 14,97,LENOVO - THINKPAD,424640,"Monitor Lenovo C24-40, 23.8"" WLED VA, Anti-Glare,75Hz, 1 x HDMI, 1 x VGA.[@@@]Ratio d",505.358
MONSMLS24D300GA, MON 24 SAM LS24D300GALXPE,20,74.8,SAMSUNG,476856,"Monitor Plano Samsung, 24"" FHD IPS, 100 HZ, 5Ms, HDMI,VGA(D-SUB), USB-C[@@@]El monito",394.0472
MONSMLS24D400GA, MON SAMSUNG LS24D400GALXPE,20,114.2,SAMSUNG,467930,"Monitor plano SAMSUNG Essential Monitor S4, 24"" FHD IPS, 100Hz, HDMI, DP[@@@]Descubre",591.5988000000001
MONLE67AAKAC3LA, MON LENOVO L24E-40 FHD VGA/HDM,20,114.5,LENOVO - IDEA,455196,"Monitor Lenovo L24e-40, 23.8"" VA/FHD/WLED/16:9/100Hz/Anti-glare/HDMIx1/VGAx1/Color Gr",593.1030000000001
MON27FADV2754S," MON ADV 27\"" FHD 120HZ 1MS FT", 0,95,ADVANCE COMPUTER CORP,462250,"Monitor plano Advance ADV-2754S, 27"" IPS, HDMI, VGA, speakers[@@@]Descubre el monitor",495.33000000000004
MON27FTE2715CS, MON TE 27 QHD 100HZ 1MS CAM/MI,20,255.5,TEROS,474354,"Monitor corporativo TEROS TE-2715CS, QHD IPS, 100Hz, HDMI, DP, Audio out, Cámara 5MP[",1300.077
MONHP64W41AAABM, HP MONITOR P27H G5 VGA/HDMI/DP, 0,148,HP COMERCIAL,424566,"Monitor HP P27h G5 27"" LED/FHD/IPS/16:9/75Hz, HDMI x1/VGA x1/Altavoces Duales (2Wx2)[",761.072
MONLEN63DDKAR6L, LEN MON 27 C27-40 HDMI/VGA, 16,133.5,LENOVO - THINKPAD,424641,"Monitor Lenovo C27-40, 27"" WLED VA, Anti-Glare, 75Hz, 1 x HDMI, 1 x VGA.[@@@]Ratio de",688.369
MONLEN63DFKAR4L, MON LEN S27I-30 27INCH, 8,158.5,LENOVO - THINKPAD,432398,"Monitor Lenovo ThinkVision S27i-30, 27"" WLED IPS FHD (1920 x 1080), HDMI x2/VGA x1[@@",813.719
MONSMLS27B804PX, MONITOR 27'' LS27B804PXNXGO, 7,373,SAMSUNG,433015,"Monitor plano SAMSUNG Viewfinity S8 UHD 4K IPS de27"", 60Hz, 5ms, HDMI, DP, USB[@@@]Es",1889.222
MONSMLS27D300GA, MON 27 SAM LS27D300GALXPE, 9,99.4,SAMSUNG,476857,"Monitor Plano Samsung 27"" FHD IPS, 100Hz, 5 ms, HDMI / VGA[@@@]El Samsung LS27D300GAL",517.3916
MONSMLS27D600EA, MON 27'' 100 HZ IPS 5MS QHD, 4,237,SAMSUNG,443754,"Monitor Samsung 27"" ViewFinity S6, QHD (2560x1440), IPS, HDMI/DP/HP_OUT/USB x 3[@@@]T",1207.318
MONSMLS27DG612S, MON SAMSUNG LS27DG612SLXPE,20,632,SAMSUNG,467931,"Monitor plano gaming SAMSUNG Odyssey OLED G6, 27""QHD, 240Hz, HDMI, DP[@@@]Experimenta",3187.848
MONSMLS27F610EA, MONITOR SAMSUNG LS27F610EANXZA, 8,173.7,SAMSUNG,480790,"Monitor Plano Samsung Viewfinity S6, 27"" QHD IPS,100Hz, 5 ms, DP/HDMI[@@@]El monitor",889.9318
MOV27LG27MS500, MON LG LED 27'' IPS 27MS500,20,114.5,LG ELECTRONICS,438887,"Monitor LG 27MS500-B 27"" FHD IPS (1920x1080), HDMI x2 / Headphones-Out x1[@@@]Relacio",593.1030000000001
MOV27LG27US500, MON LG 27US500, 10,210.5,LG ELECTRONICS,468562,Monitor LG 27US500-W Plano 27” UHD 4K IPS / HDMI x2 / DP / Audio-Out[@@@]Monitor plan,1074.4470000000001
MOVLG29WQ600W, MON LG 29 29WQ600-W, 0,203,LG ELECTRONICS,406626,"Monitor LG UltraWide 29WQ600-W, 29"" WFHD (2560x1080), 75Hz, Panel IPS, Altavoces (7W+",1036.842
MON315FTE3252S," MON TE 32\"" UHD 60HZ 1MS FT",20,197,TEROS,456931,"Monitor plano TEROS TE-3252S, 31.5"" 4K UHD VA LED, 60 Hz, 1 ms, HDMI, DP, Audio[@@@]D",1006.758
MONSMLS34C500GA, MON SM 34 LS34C500GALXPE,20,253,SAMSUNG,415416,"Monitor Samsung Viewfinity S5 34C500, 34"" LCD VA,Ultra-WQHD (3440x1440), HDMIx2/DP/HP",1287.5420000000001
ACCBKTE9010S, RACK PARA PIZARRA DE 75''-86'', 3,198,TEROS,434906,"Rack portátil TEROS TE-9010S para pantalla táctilinteractiva de 75"" a ""86"", negro[@@@",1011.772
DSOPSTEOPSI540, OPS I516256 PARA PIZ. INTERACT, 7,595,TEROS,455916,Módulo de computadora (OPS) TEOPSI540 I5 12450H 16GB DDR4 SSD256GB 4K 60Hz + TPM Wi-F,3002.33
DSOPSTEOPSI741, OPS I716256 PARA PIZ. INTERACT, 4,895,TEROS,455917,Módulo de computadora (OPS) TE-OPSI741 I7 12650H 16GB DDR4 SSD256GB 4K 60Hz + TPM Wi-,4506.530000000001
IBHWIHC, CONTROLADOR IDEAHUB, 5,18,HUAWEI,477504,"Controlador IdeaHub IHC Inalambrico (Incluye un IdeaHub Controller USB Receiver), Gri",109.25200000000001
IBHWIHMIC500T, CLOUDLINK MIC 500T, 9,229.9,HUAWEI,477505,Huawei CloudLink Mic 500 (Micrófono de mesa omnidireccional)[@@@]Ta,1171.7186000000002
IBHWIHOPSI7, OPS INTEL CORE I7-12700, 9,1300,HUAWEI,477492,Módulo informático Huawei OPS W022 Z (Open Pluggable Specification)[@@@]El OPS,6537.200000000001
IBHWIHWMB, RACK DE PARED PARA PIZARRA, 5,36.7,HUAWEI,477479,Huawei IdeaHub Wall Mount Bracket. (Rack o Soporte de pared fijo)[@@@]Es un Rack o so,203.01380000000003
IBHWIHWRS, RACK MOVIL PARA PIZARRA HUAWEI, 10,237,HUAWEI,477480,"Huawei IdeaHub White Rolling Stand II, de acero (soportes y estructura) + 4 ruedas de",1207.318
MON24LG24GS65FB," MON GAMING 24"" IPS HDMI DP", 8,145,LG ELECTRONICS,452537,"Monitor Gamer LG 24"" UltraGear Plano FHD IPS (1920x1080) HDMI/DP/HP-OUT[@@@]Tasa de r",746.0300000000001
MON49CTE4920G, MON TE 49'' DQHD 144HZ 0.03MS, 17,775,TEROS,468167,"Monitor gaming TEROS TE-4920G, 49"" VA, 144Hz, 0.03ms, HDMI, DP, RJ45, Speaker[@@@]Lle",3904.8500000000004
MONSMLS49DG930S, GAMING OLED LS49DG930SLXPE, 5,1060,SAMSUNG,460157,"Monitor curvo gaming SAMSUNG Odyssey OLED G9, 49""QHD, 240 Hz, HDMI, DP, Micro HDMI[@@",5333.84
MOVLG49UM5N,  MONITOR LG 49UM5N, 1,595,LG ELECTRONICS,444886,"Monitor Digital Signage LG 49UM5N-H, 49"" UHD IPS,HDMI, DP, Speaker[@@@]El monitor LG",3002.33
ACCTE7131N, STAND PARA MONITOR TE7131N, 0,19.2,TEROS,406624,"Stand para monitor RGB multipropósito TEROS TE-7131N, 4 puertos USB[@@@]Optimiza tu e",115.2688
ACCTLP568050, CABLE HDMI VID DIG AUDI 15.24M,20,27.8,TRIPP-LITE,257473,"Cable de video Tripp-Lite P568-050, HDMI, HD 1080p, Negro, 15.24 mts.[@@@]",158.38920000000002
ACRACKTE7113, RACK P MO 22-35'' TEROS TE7113,20,31,TEROS,444862,"Rack para Monitor de 22"" a 35"" / Brazo Soporte TEROS TE-7113[@@@]Soporte de escritori",174.434
ACRACKTE7114, RACK MON 22-32'' TEROS TE7114, 0,44,TEROS,444863,"Rack para 2 monitores de 22"" a 32"" / Brazo soporte TEROS TE-7114[@@@]Soporte de escri",239.616
ACTLPP568035, CABLE HDMI (M/M) NEGRO 10.67M, 18,20,TRIPP-LITE,325723,"Cable de video Tripp-Lite P568-035, HDMI, Alta Velocidad, 1080p, 10.67 mt.[@@@]",119.28
ACCGY50Z18991, MOUSE LEN 530 WIRELESS CHERRY, 17,12.8,LENOVO - IDEA,419878,Mouse Lenovo 530 Inalambrico/Diseño Ambidextro/Sensor Optico/1200 DPI/Color Rojo Cere,83.17920000000001
ACCGY51Q65622, MOUSE BLUETOOTH,20,18,LENOVO - IDEA,470406,Mouse Lenovo Silencioso Bluetooth WL310[@@@]El Lenovo WL310 Bluetooth Silent Mouse of,109.25200000000001
ACLEN4Y51D20849, MS THINK USB-C ESSENTIAL WIREL,20,19.6,LENOVO - THINKPAD,401355,"Mouse Lenovo Thinkpad Essential Inalambrico con Receptor USB Tipo-C, Color Negro[@@@]",117.27440000000001
MSLENGY50Z18985, MOUSE LENOVO 530 WIRELESS GREY,20,12.8,LENOVO - IDEA,442460,"Mouse Lenovo 530, Inalambrico 2.4GHz (Receptor Nano USB), Ambidiestro, Sensor optico[",83.17920000000001
MSLENGY50Z18987, MOUSE LENOVO 530 WIRELESS BLUE, 6,12.8,LENOVO - IDEA,455846,"Mouse LENOVO 530, Interfaz sensor óptico, 1200DPI, 3 botones, Color abismo azul[@@@]R",83.17920000000001
MSLENGY51L15686, MOUSE LENOVO 300 WIRELESS GREY,20,13.7,LENOVO - IDEA,431355,"Mouse Inalambrico Compacto Lenovo 300, Color GrisNube.[@@@]Conectividad: Receptor Ina",87.6918
MSLENGY51L15687, MOUSE LENOVO 300 WIRELES ARTIC,20,13.7,LENOVO - IDEA,431356,"Mouse Inalambrico Compacto Lenovo 300, Color GrisArtico.[@@@]Conectividad: Receptor I",87.6918
MSLENGY51L15688, MOUSE LENOVO 300 WIRELES BLUE,20,13.7,LENOVO - IDEA,431357,"Mouse Inalambrico Compacto Lenovo 300, Color AzulEscarcha.[@@@]Conectividad: Receptor",87.6918
MSLOGG305LSMINT, MOUSE LOGITECH G305 MINT, 11,29.2,LOGITECH,452385,,165.4088
MSTE5169N, MOUSE TEROS TE-5169 VERTICAL,20,8.5,TEROS,420255,"Mouse Teros TE-5169N, Inalámbrico Doble Modo: 2.4G+Bluetooth, 2400 DPI, Vertical, Neg",61.619
MSWBKTE1228S, MOUSE STD WIRELESS TE1228 BK,20,3.7,TEROS,467239,"Mouse inalámbrico TEROS TE-1228S, Negro, 6 botones, Receptor USB[@@@]escubre el mouse",37.5518
MSWBKTE1230CS, MOUSE WIRELESS TE1230C BK,20,5.7,TEROS,473584,"Mouse inalámbrico dual TEROS TE-1230CS, 3 botones, 1200DPI[@@@]Mouse inalámbrico Tero",47.579800000000006
MSWBKTE1231S, MOUSE WIRELESS TE1231 BK,20,6.7,TEROS,473585,"Mouse inalámbrico TEROS TE-1231S, 2.4GHz, BT 5.0,4 botones, USB, negro[@@@]Disfruta d",52.5938
MSWPPLTE1224S, MOUSE STD WIRELESS TE1224 PPL,20,4.95,TEROS,453743,"Mouse óptico inalámbrico TEROS TE-1224S, 1000 DPI, receptor USB, 4 botones[@@@]Descub",43.8193
ZZMOUSEEPSON, MOUSE WIRELESS EPSON, 0,999,EPSON,475831,,5027.986
ZZMSTE5169N, MOUSE VERTICAL BLUETOOOH, 6,9,TEAMGROUP,434566,,64.126
ZZMSWBKTE1217S, MOUSE TEROS (ASUS-CONSUMO),20,99,ASUS - CONSUMO,457206,,515.386
ZZMSWPPLTE1219S, MOUSE STD WIRELESS TE1219 PPL, 9,10,HP CONSUMO,484984,,69.14
ACCCOR941256, MP CORSAIR MM250 CHAMPION XL, 5,11,CORSAIR,311849,"Mouse PAD MM250 Champion Series, tamaño XL[@@@]Juegue cómodamente durante horas con l",74.154
ACCCOR9413560, MP CORSAIR MM350 CHAMPION (XL),20,13,CORSAIR,318077,"Mouse PAD MM350 Champion Series, tamaño XL[@@@]Juegue cómodamente durante horas con l",84.182
ACCMPBKTE3012G, MOUSE PAD GM TE3012 BK,20,5.2,TEROS,433286,"Mouse pad gamer TEROS TE-3012G, multicolor[@@@]Optimiza tu espacio de juego con el Mo",45.0728
ACCMPBKTE3013G, MOUSE PAD GAMER TE3013 BK,20,9.96,TEROS,427328,"Mouse pad gamer TEROS TE-3013G, RGB, USB a tipo C, negro[@@@]Lleva tu experiencia de",68.93944
ACCMPBKTE3015S, MOUSEPAD CON GEL STD TE3015 BK,20,2.95,TEROS,473410,"Mouse pad TEROS TE-3015S, negro[@@@]Descubre el mouse pad TEROS TE-3015S, diseñado pa",33.7913
ACCMPBKTE3017S, MOUSE PAD STD TE3017 BK,20,2.17,TEROS,473432,"Mouse pad TEROS TE-3017S, negro[@@@]Descubre el mouse pad TEROS TE-3017S, diseñado pa",29.880380000000002
ZZHPTE3012G, MOUSE PAD HP GM TE3012 BK, 8,9999999.99,HP CONSUMO,470719,,50140018.94986001
MSCBKTE1210G, MOUSE GAMER USB TE1210 BK, 8,9.25,TEROS,426155,"Mouse gamer TEROS TE-1210G, 7 botones, RGB, negro[@@@]Lleva tu juego al máximo con el",65.37950000000001
MSCOR9302211, MS CORSAIR GLAIVE RGB PRO - BK,20,45,CORSAIR,318075,"Mouse para juegos Corsair GLAIVE RGB PRO, color negro[@@@]El mouse de juego CORSAIR G",244.63000000000002
MSCOR9302311, MS COR GLAIVE RGB PRO ALUMINUM,20,45,CORSAIR,318076,"Mouse gamer Corsair GLAIVE RGB PRO, Alumínio.[@@@]El mouse gamer CORSAIR GLAIVE RGB P",244.63000000000002
MSCOR9306011, MS CORSAIR NIGHTSWORD RGB,20,55,CORSAIR,311848,Mouse Corsair personalizable para juegos FPS/MOBANIGHTSWORD RGB[@@@]El mouse de juego,294.77000000000004
MSCOR9307011, MS CORSAIR IRONCLAW RGB,20,41,CORSAIR,306140,"Mouse óptico Corsair Ironclaw RGB Gaming, 18 000 dpi, 7 botones, Negro, USB.[@@@]Sens",224.574
MSCTPTE1216G, MOUSE GAMER USB TE1216 TP,20,6.8,TEROS,427318,"Mouse gamer TEROS TE-1216G, 2 botones, RGB, transparente[@@@]Domina el juego con el M",53.0952
MSCBKTE1222S, MOUSE STD USBTE1222 BK,20,2.6,TEROS,453370,"Mouse óptico TEROS TE-1222S, 800-1200-1600 DPI, USB, 4 botones[@@@]Descubre precisión",32.0364
MSCBKTE1229S, MOUSE STD USB TE1229 BK,20,2.6,TEROS,467240,"Mouse óptico TEROS TE-1229S, USB, 4 botones, negro[@@@]Descubre el mouse TEROS TE-122",32.0364
MSCGNTE1227S, MOUSE STD USB TE1227 GN,20,2.6,TEROS,455724,"Mouse óptico TEROS TE-1227S, 800-1200-1600 DPI, USB, 4 botones, color verde[@@@]Disfr",32.0364
MSCPKTE1226S, MOUSE STD USB TE1226 PK,20,2.6,TEROS,455723,"Mouse óptico TEROS TE-1226S, 800-1200-1600 DPI, USB, 4 botones, color rosado[@@@]Disf",32.0364
MSCWHTE1225S, MOUSE STD USB TE1225 WH,20,2.6,TEROS,455722,"Mouse óptico TEROS TE-1225S, 800-1200-1600 DPI, USB, 4 botones, color blanco[@@@]Desc",32.0364
MSWPKTE1221S, MOUSE STD USB TE1221 PK, 2,2.6,TEROS,427324,"Mouse óptico TEROS TE-1221S, 1000 DPI, USB, 3 botones[@@@]Descubre precisión y comodi",32.0364
MSTFQLF00572, WIN PRO 10 PRO 32BIT/64-BIT,20,200,MICROSOFT OEM BRAND,308985,,1021.8000000000001
MSEP207001, PROJECT PRO 2024 ALL LNG,20,1072.84,MICROSOFT OEM,458324,,5398.21976
MSEP207057, PROJECT STANDARD 2024 ALL LNG,20,633.1,MICROSOFT OEM,458321,,3193.3634
MSEP207111, VISIO PRO 2024 ALL LNG RETAIL,20,650,MICROSOFT OEM,458325,,3278.1000000000004
MSEP207167, VISIO STD 2024 ALL LNG RETAIL,20,315.81,MICROSOFT OEM,458322,,1602.47134
MSEP206608, OFFICE HOME AND BUSINESS 2024,20,194,MICROSOFT OEM,458031,,991.716
MSEP206800, OFFICE HOME 2024 ALL RETAIL,20,82.2,MICROSOFT OEM,458319,,431.15080000000006
MSESDEP232295, MICROSOFT 365 FAMILY LIC 1YEAR,20,70.2,MICROSOFT OEM,476382,Licenciamiento Virtual (ESD) Microsoft 365 Familia (Licencia de 12 meses / 1 a 6 usua,370.98280000000005
MSESDEP232316, MICROSOFT 365 PERSONAL LIC 1Y,20,57,MICROSOFT OEM,476383,Licenciamiento Virtual (ESD) Microsoft 365 Personal (Licencia de 12 meses / 1 usuario,304.798
MSESDKLQ-00219, MS 365 BUS STD RETAIL VIRTUAL,20,125.02,MICROSOFT OEM,351588,Licenciamiento Virtual (ESD) Microsoft 365 Business Standard[@@@]Licencia de suscripc,645.85028
MSESDSPP-00005, MS 365 APP FOR BUSINESS VIRTUA,20,81.73,MICROSOFT OEM,351591,Licenciamiento Virtual (ESD) Microsoft 365 Apps for Business[@@@]Licencia de un año p,428.79422000000005
MSESDFQC10572, WIN PRO 11 64BIT ALL LNG LIC,20,181.4,MICROSOFT OEM,392101,"Sistema Operativo Microsoft Windows Pro 11, 64-bits All Languages PK Lic Online DwnLd",928.5396000000001
MSESDKW900664, WIN HOME 11 64BIT ALL LNG PK,20,121.4,MICROSOFT OEM,392100,"Sistema Operativo Microsoft Windows Home 11, 64-bits All Languages PK Lic Online DwnL",627.6996
MST38104491,  EXCHGSTDCAL 2019 SNGL OLP, 10,500,MICROSOFT OEM,288486,"Microsoft Windows Exchange 2019, 1 Licencia CAL Open Business.[@@@]",2526.0
MST7NQ00806, SQLSVRSTDCORE 2016 SNGL OLP 2L, 1,3198,MICROSOFT OEM,214767,"Microsoft SQL Server 2016 Standard Core, Open Licence, 2 Core, Single Language.[@@@]",16053.772
MST9EM00652, WINSVRSTDCORE 2019 SNGL OLP, 1,1039,MICROSOFT OEM,281721,Microsoft Windows Server 2019 Standar- 16 núcleos[@@@],5228.546
MSTADVKN900008, WINDOWS 11 HOME ENTRYOEM,20,1000,ADVANCE COMPUTER CORP,415946,,5033.0
MSTR1805767, WINSVRCAL 2019 SNGL OLP NL DVC,20,33.4,MICROSOFT OEM,279923,Microsoft Windows Server 2019 - License - 1 Device CAL.[@@@]Single Language.,186.4676
MSTSW2FJ00005, OFFICEPROPLUSEDU ALNG LICSAPK,20,24.37,MICROSOFT OEM,101559,Microsoft Office Pro Plus - License & Software Assurance[@@@],141.19118000000003
